Timestamp,1. Paese,2. Genere,3. Età,4. Anni di esperienza di insegnamento ,5. Materia di insegnamento,6. Quanto ti ritieni di sapere sull’Intelligenza Artificiale?,"2.1 Con quale frequenza utilizzi attualmente strumenti di IA generativa (es. ChatGPT, Claude, Gemini, Midjourney)?",2.2 Quali sono i principali utilizzi che fai dell’IA? (Seleziona fino a 3 opzioni),"2.2.1 Quando generi testi o contenuti con l’IA, cosa fai tipicamente dopo aver ottenuto il risultato?",2.2.2 Come valuti di solito la qualità del prodotto generato dall’IA rispetto a ciò che avresti potuto fare da solo/a?,"2.2.3 In generale, in che modo l’utilizzo dell’IA influisce sul tempo e sullo sforzo richiesti per i tuoi compiti?","2.2.4  Quanto tempo e sforzo dedichi solitamente all’interazione con l’IA (es. riscrivere prompt, richiedere aggiustamenti) per ottenere un risultato soddisfacente?",2.3 Quanto ti senti sicuro/a nella tua capacità di distinguere un testo o un’immagine creata da un essere umano da uno generato dall’IA?,"2.3.1 Quando uno strumento di IA ti fornisce informazioni storiche o scientifiche nuove, cosa fai di solito?","2.3.2 Hai mai notato che uno strumento di IA inventi completamente una fonte, un fatto o un nome che sembra estremamente convincente ma è in realtà falso?",2.3.3 Hai mai notato che le immagini o i testi generati dall’IA tendono a riflettere stereotipi culturali o di genere (es. ritrarre i medici prevalentemente come uomini e gli infermieri come donne)?,"2.4 Quando pensi all’integrazione dell’IA nella scuola e nell’istruzione, quali dei seguenti sentimenti prevalgono? (Seleziona fino a 3 opzioni)
",DT1.1 Quando viene rilasciata una nuova tecnologia digitale:,DT1.2 Con quale frequenza utilizzi strumenti di IA generativa specificamente per attività scolastiche o lavorative? ,DT1.3 Vedi l’IA principalmente come:,"DT1.4 Sento di possedere le giuste strategie pedagogiche per integrare l’IA nelle mie lezioni in un modo che migliori davvero l’apprendimento, piuttosto che fungere semplicemente da scorciatoia",DT1.5  La mia scuola fornisce linee guida chiare e supporto su come utilizzare l’IA in classe.,"DT2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Gli strumenti di IA ""comprendono"" davvero il significato del testo che generano.]","DT2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Le informazioni fornite dall’IA sono generalmente neutrali, obiettive e prive di bias.]",DT2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Penso che l’IA sia più intelligente e capace degli esseri umani.],DT2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Di solito mi fido dell’accuratezza fattuale delle risposte generate dall’IA senza sentire il bisogno di verificare altre fonti.],DT2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Capisco chiaramente come un assistente GenAI genera le sue risposte],DT2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Il modo in cui richiedo qualcosa all’IA non ha alcun impatto sulla qualità del risultato prodotto],DT3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [L’uso diffuso dell’IA rende impossibile valutare accuratamente il reale apprendimento e le capacità degli studenti.],"DT3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Affidarsi all’IA ridurrà il pensiero critico, la creatività e le capacità di problem-solving degli studenti.]","DT3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [La difficoltà di distinguere tra contenuti creati da esseri umani e contenuti generati dall’IA (es. fake news, deepfake).]","DT3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Il modo in cui le piattaforme di IA raccolgono, utilizzano e archiviano i dati personali e gli input dei miei studenti.]","DT3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Gli strumenti di IA potrebbero rafforzare i bias sociali e le discriminazioni esistenti (es. stereotipi di genere, razza, culturali).]",DT3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [L’accesso disuguale agli strumenti di IA premium (a pagamento) creerà vantaggi ingiusti tra gli studenti.],DT3.7 La costante pressione di apprendimento per stare al passo con i nuovi strumenti digitali e di IA mi causa stress e ansia.,DT3.8 Temo che affidarsi all’IA per produrre lavori di alta qualità mi faccia sentire meno capace o intelligente quando devo completare compiti simili da solo/a.,"DT4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Mi aspetto che l’IA acceleri significativamente i miei compiti quotidiani di studio/lavoro, rendendomi più efficiente.]",DT4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Credo che l’IA possa adattare perfettamente i materiali didattici al ritmo e allo stile di apprendimento individuale di ogni persona.],DT4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Mi aspetto che l’IA renda l’apprendimento più accessibile e inclusivo per gli studenti con diverse esigenze cognitive o barriere linguistiche.],"DT4 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti le tue aspettative sull’Intelligenza Artificiale.  [Mi aspetto che l’IA si occupi dei compiti amministrativi e di valutazione, liberando il mio tempo per concentrarmi maggiormente sull’interazione umana e sul tutoraggio.]"
26/03/2026 17:04:20,Italia,Donna,Oltre 60 anni,Oltre 25 anni,Lingue,"4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Qualche volta a settimana,"Scrivere/abbozzare testi (email, saggi, relazioni), Aiuto con i compiti / Pianificazione delle lezioni, Generare immagini o presentazioni",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,L’IA e io avremmo prodotto un risultato simile.,"Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.",Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Non molto sicuro/a,Verifico sistematicamente fonti primarie e autorevoli per confermare i dati.,"Sì, occasionalmente.","Sì, occasionalmente.","Curiosità, Entusiasmo",La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta a settimana,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono d’accordo,Sono d’accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Leggermente preoccupato/a,Leggermente preoccupato/a,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Leggermente preoccupato/a,Moderatamente preoccupato/a,Non sono assolutamente d’accordo,Non sono assolutamente d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo
27/03/2026 10:53:23,Italia,Uomo,41-50,6-15 anni,"STEM (Matematica, Scienze, Informatica)","4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Ogni giorno,"Scrivere/abbozzare testi (email, saggi, relazioni), Risolvere problemi matematici/logici o programmare, Generare immagini o presentazioni",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.","Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.","Una quantità significativa di tempo (mi impegno in lunghe conversazioni, facendo diverse revisioni finché l’output è perfetto).",Non molto sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, occasionalmente.","Sì, frequentemente.","Ansia, Curiosità, Entusiasmo",Sei tra i primi a provarla.,Qualche volta a settimana,Una scorciatoia (per fare il lavoro pesante o svolgere i miei compiti al posto mio).,Sono d’accordo,Non sono d’accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente d'accordo,Completamente in disaccordo,Leggermente preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Leggermente preoccupato/a,Estremamente preoccupato/a,Non sono assolutamente d’accordo,Non sono d'accordo,Abbastanza in disaccordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente d'accordo
27/03/2026 13:49:10,Italia,Donna,41-50,16-25 anni,"STEM (Matematica, Scienze, Informatica)","4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Qualche volta a settimana,"Scrivere/abbozzare testi (email, saggi, relazioni), Risolvere problemi matematici/logici o programmare, Generare immagini o presentazioni",Lo uso come bozza o ispirazione e lo riscrivo in modo significativo.,L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,"Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.","Una quantità significativa di tempo (mi impegno in lunghe conversazioni, facendo diverse revisioni finché l’output è perfetto).",Non molto sicuro/a,Verifico sistematicamente fonti primarie e autorevoli per confermare i dati.,"Sì, occasionalmente.","Sì, frequentemente.","Curiosità, Speranza, Diffidenza",La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta a settimana,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono pienamente d’accordo,Sono d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente in disaccordo,Abbastanza in disaccordo,Abbastanza d'accordo,Completamente in disaccordo,Leggermente preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Per niente preoccupato/a,Per niente preoccupato/a,Non sono assolutamente d’accordo,Non sono assolutamente d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente in disaccordo,Abbastanza in disaccordo
27/03/2026 16:18:43,Italia,Uomo,41-50,16-25 anni,"Umanistiche (Letteratura, Storia, Filosofia)",3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Aiuto con i compiti / Pianificazione delle lezioni, Generare immagini o presentazioni",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.",Non ha un impatto significativo sul mio tempo o sullo sforzo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Per niente sicuro/a,"Faccio una ricerca rapida (es. Google, Wikipedia) per verificarle.","Sì, occasionalmente.",Non ho mai prestato attenzione a questo aspetto.,Diffidenza,La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta a settimana,Un motore di ricerca intelligente (per trovare informazioni in modo rapido e preciso).,Non sono d'accordo,Non sono d’accordo,Completamente in disaccordo,Abbastanza in disaccordo,Abbastanza d'accordo,Completamente in disaccordo,Abbastanza d'accordo,Completamente in disaccordo,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Molto preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Non sono d'accordo,Non sono assolutamente d’accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza d'accordo,Abbastanza d'accordo
30/03/2026 08:40:51,Italia,Donna,51-60,Oltre 25 anni,"Umanistiche (Letteratura, Storia, Filosofia)",3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta al mese,"Scrivere/abbozzare testi (email, saggi, relazioni), Aiuto con i compiti / Pianificazione delle lezioni, ",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.","Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.",Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,Verifico sistematicamente fonti primarie e autorevoli per confermare i dati.,"No, mai.","No, mai.",Curiosità,La usi solo se è strettamente necessaria per la scuola.,Qualche volta al mese,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono d’accordo,Sono d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Per niente preoccupato/a,Moderatamente preoccupato/a,Non sono d'accordo,Non sono d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo
30/03/2026 13:45:29,Italia,Donna,51-60,Oltre 25 anni,"Umanistiche (Letteratura, Storia, Filosofia)",3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta al mese,Generare immagini o presentazioni,Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.",È un enorme risparmio di tempo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,Verifico sistematicamente fonti primarie e autorevoli per confermare i dati.,"Sì, occasionalmente.","Sì, frequentemente.","Curiosità, Speranza",Sei tra i primi a provarla.,Qualche volta al mese,Uno strumento di intrattenimento (solo per divertimento).,Non sono d'accordo,Sono pienamente d’accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Molto preoccupato/a,Moderatamente preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Molto preoccupato/a,Non sono d'accordo,Non sono d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente in disaccordo
30/03/2026 17:34:54,Italia,Donna,Oltre 60 anni,Oltre 25 anni,Lingue,3 - Intermedio/a: Uso occasionalmente alcuni strumenti di IA per compiti semplici e ne comprendo le funzioni di base.,Qualche volta a settimana,"Aiuto con i compiti / Pianificazione delle lezioni, Generare immagini o presentazioni, ","Lo leggo per verificare eventuali errori gravi, ma lo mantengo per lo più invariato.",L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,"Arricchisce il mio lavoro (mi dà idee che non avrei avuto), ma richiede più o meno lo stesso tempo.",Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Non molto sicuro/a,Mi fido completamente e le uso così come sono.,"No, mai.","No, mai.","Ansia, Curiosità, Speranza",La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta a settimana,Un motore di ricerca intelligente (per trovare informazioni in modo rapido e preciso).,Non sono d'accordo,Non sono d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Completamente in disaccordo,Completamente d'accordo,Abbastanza d'accordo,Completamente in disaccordo,Moderatamente preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Sono pienamente d’accordo,Sono pienamente d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo
31/03/2026 11:37:16,Italia,Donna,Oltre 60 anni,Oltre 25 anni,diritto economia,"4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Qualche volta a settimana,"Scrivere/abbozzare testi (email, saggi, relazioni), Aiuto con i compiti / Pianificazione delle lezioni",Esamino l’output generato dall’IA per identificare potenziali errori e rifinire il testo ove necessario.,"Il mio lavoro originale sarebbe stato migliore, ma l’IA è stata più veloce.",È un enorme risparmio di tempo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,Verifico sistematicamente fonti primarie e autorevoli per confermare i dati.,"Sì, occasionalmente.","No, mai.",Curiosità,La provi dopo aver sentito cose positive da amici o colleghi.,Qualche volta al mese,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono d’accordo,Non sono d’accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza d'accordo,Completamente in disaccordo,Moderatamente preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Non sono d'accordo,Non sono d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo
31/03/2026 15:22:40,Italia,Donna,41-50,16-25 anni,"Umanistiche (Letteratura, Storia, Filosofia)","4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Ogni giorno,"Fare brainstorming e trovare ispirazione, Scrivere/abbozzare testi (email, saggi, relazioni), Generare immagini o presentazioni",Utilizzo l’IA solo per rivedere o correggere contenuti che ho scritto interamente da solo/a.,L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,È un enorme risparmio di tempo.,"Una quantità significativa di tempo (mi impegno in lunghe conversazioni, facendo diverse revisioni finché l’output è perfetto).",Abbastanza sicuro/a,Verifico sistematicamente fonti primarie e autorevoli per confermare i dati.,"Sì, occasionalmente.","Sì, frequentemente.","Curiosità, Scetticismo, Diffidenza",Sei tra i primi a provarla.,Ogni giorno,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono d’accordo,Sono d’accordo,Abbastanza d'accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Abbastanza d'accordo,Abbastanza in disaccordo,Moderatamente preoccupato/a,Moderatamente preoccupato/a,Leggermente preoccupato/a,Leggermente preoccupato/a,Moderatamente preoccupato/a,Leggermente preoccupato/a,Non sono d'accordo,Non sono d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza d'accordo
02/04/2026 12:07:10,Italia,Donna,41-50,16-25 anni,"STEM (Matematica, Scienze, Informatica)","4 - Avanzato/a: Uso regolarmente strumenti di IA per vari compiti e ho una buona comprensione delle loro capacità, limiti e potenziali bias.",Ogni giorno,"Fare brainstorming e trovare ispirazione, Riassumere documenti o articoli lunghi, Scrivere/abbozzare testi (email, saggi, relazioni), Aiuto con i compiti / Pianificazione delle lezioni, Generare immagini o presentazioni",Utilizzo l’IA solo per rivedere o correggere contenuti che ho scritto interamente da solo/a.,L’IA ha prodotto un risultato molto migliore di quanto avrei potuto fare io.,È un enorme risparmio di tempo.,Una quantità moderata di tempo (chiedo qualche aggiustamento o perfezionamento).,Abbastanza sicuro/a,Verifico sistematicamente fonti primarie e autorevoli per confermare i dati.,"Sì, occasionalmente.","Sì, frequentemente.","Curiosità, Speranza, Entusiasmo",La provi dopo aver sentito cose positive da amici o colleghi.,Ogni giorno,Un assistente/collaboratore creativo (per fare brainstorming e co-creare).,Sono d’accordo,Sono d’accordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Abbastanza in disaccordo,Abbastanza in disaccordo,Completamente in disaccordo,Leggermente preoccupato/a,Molto preoccupato/a,Moderatamente preoccupato/a,Estremamente preoccupato/a,Estremamente preoccupato/a,Estremamente preoccupato/a,Non sono assolutamente d’accordo,Non sono assolutamente d’accordo,Completamente d'accordo,Abbastanza d'accordo,Abbastanza d'accordo,Abbastanza in disaccordo
